"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.864818123629937,0.864818123629937,0.864818123629937,0.864818123629937,0.914643409585739,0.914643409585739,0.914643409585739,0.914643409585739,0.914643409585739,0.914643409585739,0.914643409585739,0.914643409585739,0.914643409585739,0.914643409585739,0.914643409585739,0.914643409585739,0.914643409585739,0.914643409585739,0.914643409585739,0.848209694978003
"2",0.866894177211429,0.866894177211429,0.866894177211429,0.866894177211429,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.866894177211429
"3",0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673
"4",0.900965880107676,0.900965880107676,0.900965880107676,0.900965880107676,0.870679921977679,0.870679921977679,0.870679921977679,0.870679921977679,0.870679921977679,0.870679921977679,0.870679921977679,0.870679921977679,0.870679921977679,0.85553694291268,0.85553694291268,0.885822901042677,0.885822901042677,0.885822901042677,0.885822901042677,0.900965880107676
"5",0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.88298359246799,0.88298359246799,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112,0.915162422981112
"6",0.664286725832513,0.740562472233987,0.740562472233987,0.740562472233987,0.740562472233987,0.740562472233987,0.759631408834356,0.759631408834356,0.759631408834356,0.759631408834356,0.759631408834356,0.759631408834356,0.759631408834356,0.759631408834356,0.759631408834356,0.759631408834356,0.759631408834356,0.778700345434724,0.778700345434724,0.664286725832513
"7",0.881426552281871,0.881426552281871,0.881426552281871,0.881426552281871,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.864818123629937
"8",0.874045028436567,0.874045028436567,0.874045028436567,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.874045028436567,0.874045028436567,0.874045028436567,0.874045028436567,0.874045028436567,0.874045028436567,0.874045028436567,0.874045028436567,0.874045028436567,0.874045028436567,0.874045028436567,0.931251838237673
"9",0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.931251838237673,0.857700225636251
"10",0.790835123271323,0.790835123271323,0.790835123271323,0.837640694926773,0.837640694926773,0.837640694926773,0.837640694926773,0.837640694926773,0.884446266582223,0.884446266582223,0.884446266582223,0.884446266582223,0.884446266582223,0.884446266582223,0.884446266582223,0.884446266582223,0.884446266582223,0.884446266582223,0.884446266582223,0.884446266582223
"11",0.904153875700307,0.904153875700307,0.904153875700307,0.904153875700307,0.904153875700307,0.877055913162941,0.877055913162941,0.877055913162941,0.877055913162941,0.877055913162941,0.877055913162941,0.877055913162941,0.877055913162941,0.877055913162941,0.877055913162941,0.877055913162941,0.904153875700307,0.904153875700307,0.904153875700307,0.904153875700307
"12",0.877055913162941,0.877055913162941,0.877055913162941,0.795762025550844,0.795762025550844,0.822859988088209,0.822859988088209,0.822859988088209,0.822859988088209,0.822859988088209,0.822859988088209,0.822859988088209,0.822859988088209,0.822859988088209,0.822859988088209,0.822859988088209,0.822859988088209,0.606076287789282,0.606076287789282,0.849957950625575
"13",0.74953608945769,0.74953608945769,0.74953608945769,0.779822047587687,0.779822047587687,0.779822047587687,0.779822047587687,0.779822047587687,0.779822047587687,0.779822047587687,0.779822047587687,0.810108005717684,0.810108005717684,0.810108005717684,0.810108005717684,0.810108005717684,0.810108005717684,0.900965880107676,0.900965880107676,0.870679921977679
"14",0.615691693850928,0.864818123629937,0.864818123629937,0.864818123629937,0.798384409022202,0.798384409022202,0.798384409022202,0.798384409022202,0.798384409022202,0.798384409022202,0.798384409022202,0.798384409022202,0.798384409022202,0.798384409022202,0.798384409022202,0.549257979243192,0.549257979243192,0.549257979243192,0.549257979243192,0.682125408458664
"15",0.629436600321494,0.629436600321494,0.735959625468381,0.664944275370456,0.664944275370456,0.682698112894938,0.682698112894938,0.664944275370456,0.664944275370456,0.753713462992862,0.753713462992862,0.682698112894938,0.682698112894938,0.682698112894938,0.682698112894938,0.700451950419419,0.611682762797013,0.664944275370456,0.664944275370456,0.611682762797013
"16",0.603612836649522,0.603612836649522,0.603612836649522,0.603612836649522,0.603612836649522,0.603612836649522,0.603612836649522,0.556807264994072,0.556807264994072,0.744029551615872,0.744029551615872,0.744029551615872,0.744029551615872,0.744029551615872,0.744029551615872,0.759631408834356,0.588010979431038,0.588010979431038,0.790835123271323,0.588010979431038
